,t_idx,u_abs_eff_FLORIS,Ct_FLORIS,AI_FLORIS,TI_FLORIS,Power_FLORIS,power_OFF,time
41,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,80.0
42,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,84.0
43,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,84.0
44,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,88.0
45,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,88.0
46,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,92.0
47,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,92.0
48,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,96.0
49,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,96.0
50,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,100.0
51,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,100.0
52,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,104.0
53,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,104.0
54,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,108.0
55,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,108.0
56,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,112.0
57,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,112.0
58,0,11.960528720118884,0.35413022317219645,0.09424144133680384,0.06672535013804567,2581027.50555319,2178615.998180484,116.0
59,1,10.97431217151761,0.7561465574758528,0.2530924046712276,0.07281007075283247,4531903.12196361,4531710.983562295,116.0
