,t_idx,u_abs_eff_FLORIS,Ct_FLORIS,AI_FLORIS,TI_FLORIS,Power_FLORIS,power_OFF,time
42,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,84.0
43,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,84.0
44,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,88.0
45,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,88.0
46,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,92.0
47,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,92.0
48,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,96.0
49,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,96.0
50,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,100.0
51,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,100.0
52,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,104.0
53,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,104.0
54,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,108.0
55,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,108.0
56,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,112.0
57,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,112.0
58,0,11.960528720118884,0.477118358993467,0.13508210751252972,0.06949813647298239,4478609.085853067,3815675.048834069,116.0
59,1,10.030057079914366,0.7837388463616503,0.2674805633724625,0.08077689769003142,3479568.592453009,3479357.839063482,116.0
